iso3,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,observation_idx
BFA,PLACE/mapping,PLACE/mapping,PWID,Bazega,NA,NA,2017,NA,2,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3636
BFA,PLACE/mapping,PLACE/mapping,FSW,Bougouriba,NA,NA,2017,NA,52,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3637
BFA,PLACE/mapping,PLACE/mapping,FSW,Boulgou,NA,NA,2017,NA,487,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3638
BFA,PLACE/mapping,PLACE/mapping,MSM,Boulgou,NA,NA,2017,NA,20,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3639
BFA,PLACE/mapping,PLACE/mapping,FSW,Boulkiemde,NA,NA,2017,NA,824,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3640
BFA,PLACE/mapping,PLACE/mapping,MSM,Boulkiemde,NA,NA,2017,NA,115,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3641
BFA,PLACE/mapping,PLACE/mapping,PWID,Boulkiemde,NA,NA,2017,NA,88,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3642
BFA,PLACE/mapping,PLACE/mapping,FSW,Comoe,NA,NA,2017,NA,714,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3643
BFA,PLACE/mapping,PLACE/mapping,MSM,Comoe,NA,NA,2017,NA,228,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3644
BFA,PLACE/mapping,PLACE/mapping,PWID,Comoe,NA,NA,2017,NA,73,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3645
BFA,PLACE/mapping,PLACE/mapping,FSW,Ganzourgou,NA,NA,2017,NA,597,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3646
BFA,PLACE/mapping,PLACE/mapping,FSW,Gnagna,NA,NA,2017,NA,176,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3647
BFA,PLACE/mapping,PLACE/mapping,FSW,Gourma,NA,NA,2017,NA,1065,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3648
BFA,PLACE/mapping,PLACE/mapping,FSW,Houet,NA,NA,2017,NA,1318,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3649
BFA,PLACE/mapping,PLACE/mapping,MSM,Houet,NA,NA,2017,NA,650,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3650
BFA,PLACE/mapping,PLACE/mapping,PWID,Houet,NA,NA,2017,NA,3802,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3651
BFA,PLACE/mapping,PLACE/mapping,FSW,Ioba,NA,NA,2017,NA,78,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3652
BFA,PLACE/mapping,PLACE/mapping,FSW,Kadiogo,NA,NA,2017,NA,9335,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3653
BFA,PLACE/mapping,PLACE/mapping,MSM,Kadiogo,NA,NA,2017,NA,2294,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3654
BFA,PLACE/mapping,PLACE/mapping,PWID,Kadiogo,NA,NA,2017,NA,3622,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3657
BFA,PLACE/mapping,PLACE/mapping,FSW,Kenedougou,NA,NA,2017,NA,112,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3658
BFA,PLACE/mapping,PLACE/mapping,FSW,Komandjoari,NA,NA,2017,NA,54,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3659
BFA,PLACE/mapping,PLACE/mapping,FSW,Kompiega,NA,NA,2017,NA,192,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3660
BFA,PLACE/mapping,PLACE/mapping,FSW,Kossi,NA,NA,2017,NA,60,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3661
BFA,PLACE/mapping,PLACE/mapping,FSW,Kouritenga,NA,NA,2017,NA,406,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3662
BFA,PLACE/mapping,PLACE/mapping,PWID,Kouritenga,NA,NA,2017,NA,154,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3663
BFA,PLACE/mapping,PLACE/mapping,FSW,Kourpelogo,NA,NA,2017,NA,234,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3664
BFA,PLACE/mapping,PLACE/mapping,FSW,Kourweogo,NA,NA,2017,NA,90,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3665
BFA,PLACE/mapping,PLACE/mapping,PWID,Kourweogo,NA,NA,2017,NA,100,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3666
BFA,PLACE/mapping,PLACE/mapping,FSW,Leraba,NA,NA,2017,NA,17,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3667
BFA,PLACE/mapping,PLACE/mapping,PWID,Lerabe,NA,NA,2017,NA,65,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3668
BFA,PLACE/mapping,PLACE/mapping,FSW,Loroum,NA,NA,2017,NA,45,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3669
BFA,PLACE/mapping,PLACE/mapping,PWID,Loroum,NA,NA,2017,NA,24,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3670
BFA,PLACE/mapping,PLACE/mapping,MSM,Lorum,NA,NA,2017,NA,2,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3671
BFA,PLACE/mapping,PLACE/mapping,FSW,Mouhoun,NA,NA,2017,NA,38,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3672
BFA,PLACE/mapping,PLACE/mapping,PWID,Mouhoun,NA,NA,2017,NA,9,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3673
BFA,PLACE/mapping,PLACE/mapping,FSW,Nahouri,NA,NA,2017,NA,124,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3675
BFA,PLACE/mapping,PLACE/mapping,PWID,Nahouri,NA,NA,2017,NA,65,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3676
BFA,PLACE/mapping,PLACE/mapping,FSW,Namentenga,NA,NA,2017,NA,79,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3677
BFA,PLACE/mapping,PLACE/mapping,FSW,Noumbiel,NA,NA,2017,NA,177,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3678
BFA,PLACE/mapping,PLACE/mapping,FSW,Oubritenga,NA,NA,2017,NA,345,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3679
BFA,PLACE/mapping,PLACE/mapping,PWID,Oubritenga,NA,NA,2017,NA,10,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3680
BFA,PLACE/mapping,PLACE/mapping,FSW,Oudalan,NA,NA,2017,NA,373,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3681
BFA,PLACE/mapping,PLACE/mapping,PWID,Oudalan,NA,NA,2017,NA,58,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3682
BFA,PLACE/mapping,PLACE/mapping,FSW,Passore,NA,NA,2017,NA,25,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3683
BFA,PLACE/mapping,PLACE/mapping,PWID,Passore,NA,NA,2017,NA,28,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3686
BFA,PLACE/mapping,PLACE/mapping,FSW,Poni,NA,NA,2017,NA,122,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3687
BFA,PLACE/mapping,PLACE/mapping,FSW,Sangie,NA,NA,2017,NA,136,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3688
BFA,PLACE/mapping,PLACE/mapping,FSW,Sanmentenga,NA,NA,2017,NA,821,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3689
BFA,PLACE/mapping,PLACE/mapping,FSW,Sissili,NA,NA,2017,NA,1445,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3691
BFA,PLACE/mapping,PLACE/mapping,MSM,Sissili,NA,NA,2017,NA,8,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3692
BFA,PLACE/mapping,PLACE/mapping,PWID,Sissili,NA,NA,2017,NA,137,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3693
BFA,PLACE/mapping,PLACE/mapping,FSW,Soum,NA,NA,2017,NA,135,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3694
BFA,PLACE/mapping,PLACE/mapping,MSM,Soum,NA,NA,2017,NA,24,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3695
BFA,PLACE/mapping,PLACE/mapping,PWID,Soum,NA,NA,2017,NA,91,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3696
BFA,PLACE/mapping,PLACE/mapping,FSW,Sourou,NA,NA,2017,NA,59,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3697
BFA,PLACE/mapping,PLACE/mapping,PWID,Sourou,NA,NA,2017,NA,74,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3698
BFA,PLACE/mapping,PLACE/mapping,FSW,Tapoa,NA,NA,2017,NA,748,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3699
BFA,PLACE/mapping,PLACE/mapping,PWID,Tapoa,NA,NA,2017,NA,80,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3700
BFA,PLACE/mapping,PLACE/mapping,FSW,Toy,NA,NA,2017,NA,261,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3701
BFA,PLACE/mapping,PLACE/mapping,PWID,Tuy,NA,NA,2017,NA,35,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3702
BFA,PLACE/mapping,PLACE/mapping,FSW,Yagha,NA,NA,2017,NA,46,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3703
BFA,PLACE/mapping,PLACE/mapping,PWID,Yagha,NA,NA,2017,NA,76,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3704
BFA,PLACE/mapping,PLACE/mapping,FSW,Yatenga,NA,NA,2017,NA,336,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3705
BFA,PLACE/mapping,PLACE/mapping,MSM,Yatenga,NA,NA,2017,NA,46,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3706
BFA,PLACE/mapping,PLACE/mapping,PWID,Yatenga,NA,NA,2017,NA,17,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3707
BFA,PLACE/mapping,PLACE/mapping,FSW,Zandoma,NA,NA,2017,NA,90,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3708
BFA,PLACE/mapping,PLACE/mapping,MSM,Zandoma,NA,NA,2017,NA,69,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3715
BFA,PLACE/mapping,PLACE/mapping,PWID,Zandoma,NA,NA,2017,NA,47,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3716
BFA,PLACE/mapping,PLACE/mapping,FSW,Ziro,NA,NA,2017,NA,66,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,3717
