Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Ghana,81 000 ,46 000 , 130 000,,100 000 ,61 000 , 150 000,,120 000 ,78 000 , 160 000,,140 000 ,100 000 , 190 000,,160 000 ,120 000 , 200 000,,180 000 ,150 000 , 210 000,,190 000 ,160 000 , 220 000,,210 000 ,180 000 , 240 000,,210 000 ,190 000 , 240 000,,220 000 ,190 000 , 250 000,,230 000 ,200 000 , 250 000,,230 000 ,200 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,240 000 ,210 000 , 260 000,,240 000 ,210 000 , 270 000,,240 000 ,210 000 , 270 000,,240 000 ,210 000 , 270 000,,240 000 ,210 000 , 270 000,,240 000 ,210 000 , 280 000,,250 000 ,220 000 , 280 000,,250 000 ,220 000 , 280 000,,250 000 ,220 000 , 290 000,,260 000 ,220 000 , 290 000,,260 000 ,230 000 , 290 000,,260 000 ,230 000 , 290 000,,260 000 ,230 000 , 300 000,,260 000 ,230 000 , 300 000,,260 000 ,230 000 , 310 000,
Greece,2300 ,1900 , 2900,"Children estimates were not available at the time of publication.",2600 ,2100 , 3200,"Children estimates were not available at the time of publication.",2800 ,2200 , 3400,"Children estimates were not available at the time of publication.",2900 ,2300 , 3600,"Children estimates were not available at the time of publication.",2900 ,2300 , 3600,"Children estimates were not available at the time of publication.",2900 ,2300 , 3600,"Children estimates were not available at the time of publication.",3000 ,2300 , 3600,"Children estimates were not available at the time of publication.",3100 ,2400 , 3800,"Children estimates were not available at the time of publication.",3200 ,2500 , 3900,"Children estimates were not available at the time of publication.",3300 ,2600 , 4100,"Children estimates were not available at the time of publication.",3500 ,2800 , 4300,"Children estimates were not available at the time of publication.",3700 ,2900 , 4500,"Children estimates were not available at the time of publication.",3900 ,3100 , 4700,"Children estimates were not available at the time of publication.",4100 ,3300 , 4900,"Children estimates were not available at the time of publication.",4300 ,3400 , 5100,"Children estimates were not available at the time of publication.",4500 ,3600 , 5400,"Children estimates were not available at the time of publication.",4900 ,3900 , 5800,"Children estimates were not available at the time of publication.",5300 ,4300 , 6300,"Children estimates were not available at the time of publication.",5900 ,4700 , 6900,"Children estimates were not available at the time of publication.",6600 ,5300 , 7700,"Children estimates were not available at the time of publication.",7300 ,5900 , 8500,"Children estimates were not available at the time of publication.",8000 ,6400 , 9200,"Children estimates were not available at the time of publication.",8500 ,6800 , 9800,"Children estimates were not available at the time of publication.",8900 ,7000 , 10 000,"Children estimates were not available at the time of publication.",9000 ,7100 , 10 000,"Children estimates were not available at the time of publication.",9100 ,7100 , 11 000,"Children estimates were not available at the time of publication.",9000 ,7000 , 11 000,"Children estimates were not available at the time of publication.",8900 ,6900 , 10 000,"Children estimates were not available at the time of publication.",8900 ,6900 , 10 000,"Children estimates were not available at the time of publication.",9000 ,7000 , 11 000,"Children estimates were not available at the time of publication.",9400 ,7300 , 11 000,"Children estimates were not available at the time of publication."
Guatemala,3100 ,1100 , 6600,,4400 ,1700 , 8700,,6000 ,2200 , 11 000,,7600 ,3000 , 14 000,,9500 ,4400 , 16 000,,11 000 ,5700 , 18 000,,13 000 ,7300 , 20 000,,15 000 ,9300 , 21 000,,16 000 ,11 000 , 23 000,,18 000 ,13 000 , 24 000,,19 000 ,15 000 , 25 000,,21 000 ,16 000 , 25 000,,22 000 ,18 000 , 26 000,,22 000 ,19 000 , 26 000,,23 000 ,20 000 , 27 000,,24 000 ,20 000 , 29 000,,25 000 ,20 000 , 30 000,,25 000 ,20 000 , 31 000,,25 000 ,21 000 , 33 000,,26 000 ,21 000 , 33 000,,26 000 ,21 000 , 34 000,,26 000 ,20 000 , 34 000,,25 000 ,20 000 , 34 000,,25 000 ,19 000 , 33 000,,24 000 ,19 000 , 32 000,,23 000 ,19 000 , 32 000,,23 000 ,18 000 , 30 000,,22 000 ,17 000 , 29 000,,21 000 ,17 000 , 28 000,,20 000 ,16 000 , 27 000,,20 000 ,16 000 , 26 000,
Guinea,14 000 ,14 000 , 14 000,,18 000 ,18 000 , 18 000,,22 000 ,22 000 , 22 000,,27 000 ,27 000 , 27 000,,32 000 ,32 000 , 32 000,,36 000 ,36 000 , 36 000,,41 000 ,41 000 , 41 000,,46 000 ,46 000 , 46 000,,50 000 ,50 000 , 50 000,,54 000 ,54 000 , 54 000,,57 000 ,57 000 , 57 000,,59 000 ,59 000 , 59 000,,61 000 ,61 000 , 61 000,,62 000 ,62 000 , 62 000,,63 000 ,63 000 , 63 000,,64 000 ,64 000 , 64 000,,65 000 ,65 000 , 65 000,,67 000 ,67 000 , 67 000,,68 000 ,68 000 , 68 000,,70 000 ,70 000 , 70 000,,72 000 ,72 000 , 72 000,,74 000 ,74 000 , 74 000,,76 000 ,76 000 , 76 000,,78 000 ,77 000 , 78 000,,79 000 ,79 000 , 80 000,,81 000 ,80 000 , 82 000,,82 000 ,81 000 , 83 000,,84 000 ,82 000 , 85 000,,85 000 ,83 000 , 87 000,,87 000 ,84 000 , 88 000,,87 000 ,85 000 , 89 000,
Guinea-Bissau,<1000 ,<1000 , 1200,,1400 ,1000 , 1800,,2100 ,1600 , 2600,,3100 ,2400 , 3700,,4300 ,3400 , 5100,,6100 ,4900 , 7000,,8200 ,6700 , 9300,,11 000 ,9000 , 12 000,,13 000 ,11 000 , 15 000,,16 000 ,14 000 , 17 000,,18 000 ,16 000 , 20 000,,20 000 ,18 000 , 22 000,,22 000 ,20 000 , 24 000,,23 000 ,21 000 , 26 000,,25 000 ,22 000 , 27 000,,25 000 ,23 000 , 28 000,,26 000 ,24 000 , 29 000,,27 000 ,24 000 , 29 000,,27 000 ,25 000 , 30 000,,28 000 ,25 000 , 31 000,,28 000 ,26 000 , 31 000,,29 000 ,26 000 , 32 000,,29 000 ,26 000 , 32 000,,29 000 ,27 000 , 32 000,,30 000 ,27 000 , 33 000,,30 000 ,27 000 , 33 000,,30 000 ,27 000 , 33 000,,29 000 ,27 000 , 33 000,,29 000 ,26 000 , 32 000,,29 000 ,26 000 , 32 000,,29 000 ,26 000 , 32 000,
Guyana,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1200,,1000 ,<1000 , 1500,,1400 ,<1000 , 1900,,1800 ,1200 , 2400,,2200 ,1600 , 2900,,2700 ,2100 , 3500,,3300 ,2600 , 4000,,3700 ,3000 , 4500,,4200 ,3500 , 4900,,4600 ,4000 , 5300,,5000 ,4300 , 5700,,5300 ,4700 , 6000,,5600 ,5000 , 6300,,5800 ,5200 , 6500,,6000 ,5400 , 6600,,6100 ,5500 , 6800,,6200 ,5600 , 6800,,6200 ,5700 , 6900,,6300 ,5700 , 6900,,6300 ,5700 , 6900,,6300 ,5700 , 6900,,6200 ,5600 , 6900,,6200 ,5500 , 6900,,6100 ,5500 , 6800,,6100 ,5400 , 6800,
Haiti,73 000 ,55 000 , 100 000,,85 000 ,66 000 , 110 000,,95 000 ,75 000 , 120 000,,100 000 ,83 000 , 120 000,,110 000 ,89 000 , 130 000,,110 000 ,95 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,99 000 , 120 000,,110 000 ,99 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 130 000,,110 000 ,99 000 , 130 000,
Honduras,14 000 ,8800 , 22 000,,16 000 ,11 000 , 25 000,,19 000 ,14 000 , 28 000,,22 000 ,16 000 , 30 000,,24 000 ,19 000 , 32 000,,26 000 ,21 000 , 33 000,,28 000 ,23 000 , 34 000,,29 000 ,24 000 , 35 000,,29 000 ,25 000 , 34 000,,29 000 ,25 000 , 34 000,,28 000 ,24 000 , 33 000,,27 000 ,23 000 , 31 000,,26 000 ,22 000 , 30 000,,25 000 ,21 000 , 28 000,,23 000 ,20 000 , 27 000,,22 000 ,20 000 , 25 000,,21 000 ,19 000 , 24 000,,20 000 ,18 000 , 23 000,,19 000 ,17 000 , 22 000,,19 000 ,16 000 , 21 000,,18 000 ,16 000 , 20 000,,17 000 ,15 000 , 19 000,,17 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,15 000 ,13 000 , 17 000,,15 000 ,13 000 , 17 000,,14 000 ,12 000 , 16 000,,14 000 ,12 000 , 16 000,,13 000 ,12 000 , 16 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Iceland,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication."
India,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Indonesia,<200 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1300 ,1200 , 1500,,2400 ,2200 , 2700,,4300 ,3800 , 4800,,7400 ,6600 , 8200,,12 000 ,11 000 , 13 000,,18 000 ,16 000 , 20 000,,26 000 ,24 000 , 29 000,,38 000 ,34 000 , 42 000,,57 000 ,52 000 , 63 000,,89 000 ,81 000 , 99 000,,130 000 ,110 000 , 140 000,,160 000 ,150 000 , 180 000,,200 000 ,180 000 , 220 000,,240 000 ,220 000 , 260 000,,280 000 ,250 000 , 310 000,,310 000 ,280 000 , 350 000,,350 000 ,310 000 , 380 000,,380 000 ,340 000 , 420 000,,410 000 ,370 000 , 450 000,,440 000 ,390 000 , 480 000,,460 000 ,400 000 , 500 000,,480 000 ,420 000 , 520 000,,490 000 ,430 000 , 540 000,,500 000 ,430 000 , 550 000,,510 000 ,440 000 , 560 000,,510 000 ,440 000 , 560 000,,510 000 ,440 000 , 560 000,,510 000 ,440 000 , 560 000,
Iran (Islamic Republic of),<1000 ,<500 , 5500,,<1000 ,<500 , 5500,,1000 ,<500 , 6300,,1300 ,<500 , 6100,,1800 ,<500 , 6900,,2500 ,<1000 , 9800,,3700 ,1300 , 13 000,,5400 ,2100 , 17 000,,7600 ,3300 , 23 000,,11 000 ,5100 , 31 000,,15 000 ,7900 , 39 000,,20 000 ,12 000 , 45 000,,27 000 ,16 000 , 54 000,,34 000 ,22 000 , 62 000,,42 000 ,29 000 , 70 000,,50 000 ,36 000 , 76 000,,55 000 ,42 000 , 82 000,,60 000 ,46 000 , 86 000,,62 000 ,49 000 , 90 000,,62 000 ,49 000 , 92 000,,62 000 ,49 000 , 92 000,,61 000 ,47 000 , 92 000,,59 000 ,46 000 , 92 000,,57 000 ,44 000 , 93 000,,55 000 ,41 000 , 94 000,,53 000 ,39 000 , 95 000,,50 000 ,37 000 , 96 000,,48 000 ,35 000 , 98 000,,46 000 ,33 000 , 100 000,,45 000 ,32 000 , 110 000,,43 000 ,31 000 , 110 000,
Iraq,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
