Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Finland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
France,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Gabon,3200 ,1600 , 5600,,4400 ,2300 , 7700,,5900 ,3100 , 10 000,,7800 ,4100 , 13 000,,9900 ,5500 , 16 000,,12 000 ,7300 , 20 000,,15 000 ,9200 , 23 000,,17 000 ,11 000 , 26 000,,20 000 ,13 000 , 29 000,,21 000 ,14 000 , 31 000,,23 000 ,16 000 , 32 000,,24 000 ,17 000 , 32 000,,24 000 ,18 000 , 33 000,,25 000 ,19 000 , 33 000,,25 000 ,19 000 , 33 000,,25 000 ,19 000 , 33 000,,25 000 ,20 000 , 32 000,,25 000 ,20 000 , 32 000,,25 000 ,21 000 , 32 000,,26 000 ,21 000 , 31 000,,26 000 ,22 000 , 32 000,,26 000 ,22 000 , 32 000,,26 000 ,22 000 , 31 000,,27 000 ,22 000 , 31 000,,27 000 ,22 000 , 31 000,,27 000 ,22 000 , 31 000,,27 000 ,22 000 , 31 000,,26 000 ,22 000 , 31 000,,26 000 ,21 000 , 31 000,,25 000 ,21 000 , 31 000,,25 000 ,20 000 , 31 000,
Gambia,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1700,,1400 ,<1000 , 2200,,1900 ,1300 , 2800,,2500 ,1700 , 3400,,3100 ,2200 , 4100,,3800 ,2800 , 5000,,4600 ,3400 , 5900,,5300 ,3900 , 6700,,6000 ,4500 , 7600,,6600 ,5000 , 8300,,7100 ,5500 , 8900,,7600 ,5900 , 9500,,8000 ,6300 , 9900,,8400 ,6600 , 10 000,,8800 ,7000 , 11 000,,9100 ,7300 , 11 000,,9400 ,7600 , 11 000,,9700 ,7900 , 12 000,,10 000 ,8200 , 12 000,,10 000 ,8500 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,9200 , 13 000,,11 000 ,9400 , 14 000,,12 000 ,9500 , 14 000,,12 000 ,9700 , 15 000,,12 000 ,9700 , 15 000,,12 000 ,9900 , 16 000,,13 000 ,10 000 , 16 000,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1100,,1100 ,1100 , 1200,,1300 ,1200 , 1400,,1400 ,1300 , 1500,,1500 ,1400 , 1600,,1600 ,1500 , 1800,,1700 ,1600 , 1900,,1800 ,1700 , 2000,,1900 ,1700 , 2100,
Germany,6400 ,5300 , 7300,"Children estimates were not available at the time of publication.",6500 ,5400 , 7500,"Children estimates were not available at the time of publication.",6500 ,5400 , 7500,"Children estimates were not available at the time of publication.",6500 ,5400 , 7400,"Children estimates were not available at the time of publication.",6300 ,5300 , 7300,"Children estimates were not available at the time of publication.",6300 ,5200 , 7200,"Children estimates were not available at the time of publication.",6500 ,5400 , 7400,"Children estimates were not available at the time of publication.",6600 ,5600 , 7600,"Children estimates were not available at the time of publication.",6900 ,5800 , 7800,"Children estimates were not available at the time of publication.",7100 ,6000 , 8100,"Children estimates were not available at the time of publication.",7300 ,6200 , 8300,"Children estimates were not available at the time of publication.",7500 ,6300 , 8600,"Children estimates were not available at the time of publication.",7800 ,6600 , 8900,"Children estimates were not available at the time of publication.",8100 ,6800 , 9200,"Children estimates were not available at the time of publication.",8300 ,7000 , 9500,"Children estimates were not available at the time of publication.",8500 ,7100 , 9700,"Children estimates were not available at the time of publication.",8600 ,7200 , 9800,"Children estimates were not available at the time of publication.",8700 ,7300 , 9900,"Children estimates were not available at the time of publication.",8700 ,7300 , 9900,"Children estimates were not available at the time of publication.",8700 ,7200 , 9900,"Children estimates were not available at the time of publication.",8700 ,7200 , 9900,"Children estimates were not available at the time of publication.",8600 ,7100 , 9800,"Children estimates were not available at the time of publication.",8500 ,7100 , 9700,"Children estimates were not available at the time of publication.",8500 ,7100 , 9700,"Children estimates were not available at the time of publication.",8400 ,7000 , 9600,"Children estimates were not available at the time of publication.",8300 ,6900 , 9500,"Children estimates were not available at the time of publication.",8200 ,6900 , 9400,"Children estimates were not available at the time of publication.",8100 ,6800 , 9300,"Children estimates were not available at the time of publication.",8000 ,6700 , 9100,"Children estimates were not available at the time of publication.",7900 ,6600 , 9100,"Children estimates were not available at the time of publication.",7800 ,6500 , 8900,"Children estimates were not available at the time of publication."
Ghana,51 000 ,29 000 , 79 000,,65 000 ,39 000 , 92 000,,79 000 ,51 000 , 100 000,,94 000 ,66 000 , 120 000,,110 000 ,80 000 , 130 000,,120 000 ,95 000 , 140 000,,130 000 ,110 000 , 150 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,150 000 ,130 000 , 170 000,,150 000 ,130 000 , 170 000,,150 000 ,130 000 , 170 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 190 000,,170 000 ,150 000 , 190 000,,170 000 ,150 000 , 190 000,,170 000 ,150 000 , 190 000,,170 000 ,150 000 , 200 000,,180 000 ,150 000 , 200 000,,180 000 ,160 000 , 200 000,,180 000 ,160 000 , 210 000,,180 000 ,160 000 , 210 000,
Greece,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,1100 , 1400,"Children estimates were not available at the time of publication.",1300 ,1200 , 1500,"Children estimates were not available at the time of publication.",1400 ,1300 , 1600,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1600 ,1400 , 1800,"Children estimates were not available at the time of publication."
Guatemala,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1500,,1200 ,<1000 , 2100,,1800 ,<1000 , 2900,,2400 ,1300 , 3700,,3100 ,1900 , 4400,,3900 ,2600 , 5200,,4600 ,3300 , 6000,,5500 ,4200 , 6900,,6300 ,5100 , 7900,,7200 ,5800 , 8500,,7900 ,6500 , 9400,,8600 ,7100 , 10 000,,9100 ,7400 , 11 000,,9600 ,7700 , 12 000,,10 000 ,8000 , 12 000,,10 000 ,8300 , 13 000,,11 000 ,8500 , 14 000,,11 000 ,8700 , 15 000,,11 000 ,8600 , 15 000,,11 000 ,8600 , 15 000,,11 000 ,8500 , 15 000,,11 000 ,8400 , 15 000,,11 000 ,8300 , 15 000,,11 000 ,8200 , 15 000,,10 000 ,8100 , 14 000,,10 000 ,7900 , 13 000,,9700 ,7700 , 13 000,,9300 ,7400 , 12 000,,9000 ,7200 , 12 000,
Guinea,8500 ,8300 , 8600,,11 000 ,11 000 , 11 000,,13 000 ,13 000 , 14 000,,16 000 ,16 000 , 17 000,,19 000 ,19 000 , 20 000,,23 000 ,22 000 , 23 000,,26 000 ,25 000 , 26 000,,29 000 ,28 000 , 30 000,,32 000 ,31 000 , 32 000,,34 000 ,34 000 , 35 000,,36 000 ,36 000 , 37 000,,38 000 ,37 000 , 39 000,,39 000 ,38 000 , 40 000,,40 000 ,39 000 , 41 000,,41 000 ,40 000 , 42 000,,42 000 ,41 000 , 43 000,,43 000 ,41 000 , 44 000,,44 000 ,42 000 , 45 000,,45 000 ,43 000 , 46 000,,46 000 ,44 000 , 47 000,,47 000 ,46 000 , 49 000,,48 000 ,47 000 , 50 000,,49 000 ,48 000 , 51 000,,51 000 ,49 000 , 52 000,,52 000 ,50 000 , 54 000,,53 000 ,51 000 , 55 000,,55 000 ,52 000 , 57 000,,56 000 ,53 000 , 58 000,,57 000 ,54 000 , 59 000,,58 000 ,55 000 , 60 000,,59 000 ,55 000 , 61 000,
Guinea-Bissau,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,1200 ,<1000 , 1500,,1800 ,1400 , 2100,,2600 ,2000 , 3000,,3600 ,2900 , 4200,,4900 ,4000 , 5600,,6400 ,5400 , 7200,,7900 ,6700 , 8800,,9500 ,8200 , 10 000,,11 000 ,9600 , 12 000,,12 000 ,11 000 , 13 000,,13 000 ,12 000 , 15 000,,14 000 ,13 000 , 15 000,,15 000 ,13 000 , 16 000,,15 000 ,14 000 , 17 000,,16 000 ,14 000 , 17 000,,16 000 ,15 000 , 18 000,,16 000 ,15 000 , 18 000,,17 000 ,15 000 , 18 000,,17 000 ,15 000 , 19 000,,17 000 ,16 000 , 19 000,,18 000 ,16 000 , 19 000,,18 000 ,16 000 , 20 000,,18 000 ,16 000 , 20 000,,18 000 ,16 000 , 20 000,,18 000 ,17 000 , 21 000,,19 000 ,17 000 , 21 000,,19 000 ,17 000 , 21 000,,19 000 ,16 000 , 21 000,,19 000 ,16 000 , 21 000,
Guyana,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1500,,1500 ,1100 , 1900,,1800 ,1400 , 2200,,2100 ,1700 , 2500,,2400 ,2000 , 2800,,2600 ,2300 , 3000,,2800 ,2400 , 3200,,3000 ,2600 , 3300,,3100 ,2700 , 3400,,3200 ,2800 , 3500,,3200 ,2900 , 3500,,3200 ,2900 , 3600,,3200 ,2900 , 3600,,3300 ,3000 , 3500,,3300 ,3000 , 3600,,3300 ,3000 , 3600,,3300 ,3000 , 3600,,3300 ,3000 , 3600,,3200 ,3000 , 3600,,3200 ,2900 , 3600,,3200 ,2900 , 3500,
Haiti,36 000 ,27 000 , 49 000,,42 000 ,32 000 , 55 000,,48 000 ,38 000 , 59 000,,53 000 ,43 000 , 64 000,,57 000 ,47 000 , 68 000,,60 000 ,50 000 , 71 000,,62 000 ,53 000 , 73 000,,63 000 ,56 000 , 74 000,,65 000 ,57 000 , 75 000,,65 000 ,58 000 , 76 000,,65 000 ,58 000 , 75 000,,66 000 ,58 000 , 75 000,,65 000 ,58 000 , 74 000,,65 000 ,58 000 , 73 000,,64 000 ,57 000 , 72 000,,64 000 ,57 000 , 71 000,,63 000 ,57 000 , 70 000,,63 000 ,57 000 , 69 000,,63 000 ,58 000 , 69 000,,64 000 ,58 000 , 70 000,,65 000 ,59 000 , 70 000,,65 000 ,60 000 , 71 000,,66 000 ,61 000 , 72 000,,67 000 ,61 000 , 73 000,,68 000 ,62 000 , 73 000,,69 000 ,63 000 , 74 000,,70 000 ,63 000 , 75 000,,70 000 ,63 000 , 76 000,,71 000 ,63 000 , 77 000,,71 000 ,63 000 , 78 000,,71 000 ,62 000 , 79 000,
Honduras,6300 ,4100 , 10 000,,7500 ,5200 , 12 000,,8700 ,6300 , 13 000,,9900 ,7400 , 14 000,,11 000 ,8500 , 15 000,,12 000 ,9500 , 16 000,,13 000 ,10 000 , 16 000,,13 000 ,11 000 , 16 000,,13 000 ,11 000 , 16 000,,13 000 ,11 000 , 16 000,,13 000 ,11 000 , 15 000,,12 000 ,10 000 , 14 000,,12 000 ,9800 , 13 000,,11 000 ,9300 , 12 000,,10 000 ,8900 , 12 000,,9800 ,8600 , 11 000,,9300 ,8200 , 11 000,,9000 ,7900 , 10 000,,8600 ,7600 , 9600,,8300 ,7300 , 9300,,8000 ,7100 , 9000,,7600 ,6800 , 8600,,7300 ,6500 , 8200,,7000 ,6300 , 7900,,6700 ,6100 , 7500,,6500 ,5800 , 7200,,6100 ,5500 , 6800,,5800 ,5200 , 6500,,5500 ,4900 , 6200,,5300 ,4600 , 5900,,5000 ,4400 , 5600,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
