iso3,indicator,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,ethic,study_idx,observation_idx
BEN,prevalence,lab,lab,PWID,Atlantique/Littoral,NA,NA,2017,NA,NA,NA,0.0053,0.025,0.0447,242,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION RELATIVE AUX IST, VIH ET SIDA (ESDGE) EDITION 2017 Cibles: Consommateurs de Drogues par Injection (CDI)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,17,820
NGA,prevalence,lab,lab,FSW,Lagos,NA,Y015_049,2020,NA,NA,NA,NA,0.128,NA,415,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,821
NGA,prevalence,lab,lab,FSW,Nassarawa,NA,Y015_049,2020,NA,NA,NA,NA,0.239,NA,415,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,822
NGA,prevalence,lab,lab,FSW,Oyo,NA,Y015_049,2020,NA,NA,NA,NA,0.128,NA,415,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,823
BEN,prevalence,lab,lab,PWID,Borgou/Alibori,NA,NA,2017,NA,NA,NA,NA,0,NA,53,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION RELATIVE AUX IST, VIH ET SIDA (ESDGE) EDITION 2017 Cibles: Consommateurs de Drogues par Injection (CDI)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,17,824
BEN,prevalence,lab,lab,PWID,Mono/Couffo,NA,NA,2017,NA,NA,NA,0,0.075,0.1566,40,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION RELATIVE AUX IST, VIH ET SIDA (ESDGE) EDITION 2017 Cibles: Consommateurs de Drogues par Injection (CDI)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,17,825
BEN,prevalence,lab,lab,PWID,Oueme/Plateau,NA,NA,2017,NA,NA,NA,NA,0,NA,75,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION RELATIVE AUX IST, VIH ET SIDA (ESDGE) EDITION 2017 Cibles: Consommateurs de Drogues par Injection (CDI)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,17,828
BEN,prevalence,lab,lab,PWID,Zou/Collines,NA,NA,2017,NA,NA,NA,0,0.013000000000000001,0.038599999999999995,75,"ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION RELATIVE AUX IST, VIH ET SIDA (ESDGE) EDITION 2017 Cibles: Consommateurs de Drogues par Injection (CDI)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,17,831
BEN,prevalence,lab,lab,TGW,Abomey-Calavi,NA,NA,2020,NA,NA,NA,NA,0.321,NA,53,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,834
NGA,prevalence,lab,lab,FSW,Rivers,NA,Y015_049,2020,NA,NA,NA,NA,0.07,NA,415,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,837
NGA,prevalence,lab,lab,FSW,Taraba,NA,Y015_049,2020,NA,NA,NA,NA,0.18100000000000002,NA,415,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,840
BEN,prevalence,lab,lab,TGW,Bohicon,NA,NA,2020,NA,NA,NA,NA,0.222,NA,9,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,858
BEN,prevalence,lab,lab,TGW,Cotonou,NA,NA,2020,NA,NA,NA,NA,0.231,NA,143,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,859
BEN,prevalence,lab,lab,TGW,Ouidah,NA,NA,2020,NA,NA,NA,NA,0.127,NA,55,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,860
BEN,prevalence,lab,lab,TGW,Parakou,NA,NA,2020,NA,NA,NA,NA,0.091,NA,11,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,861
BEN,prevalence,lab,lab,TGW,Porto-Novo,NA,NA,2020,NA,NA,NA,NA,0.167,NA,6,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,22,864
BFA,prevalence,lab,lab,FSW,Boucle du Mouhon,NA,NA,2017,NA,NA,NA,NA,0.093,NA,324,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_53afcdde1257ddd9432a20c34da997b7,GF,f9286874f08dd10dca3093b19d493aa6,Yes,yes,NA,NA,NA,29,888
BEN,prevalence,lab,lab,PWID,Atlantique/Littoral,NA,NA,2015,NA,NA,NA,NA,0.055,NA,163,Enquete De Surveillance De Deuxieme Generation (Comportementale Et Biologique) 2015 (PWID),NA,GF_319f83110651c9ed9c567d2301fdc803,GF,4e6b2951677cb057530fa5f91f1526f3,Yes,yes,NA,NA,NA,23,904
NGA,prevalence,lab,lab,MSM,Abia,NA,Y015_049,2020,NA,NA,NA,NA,0.106,NA,369,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,905
NGA,prevalence,lab,lab,MSM,Akwa Ibom,NA,Y015_049,2020,NA,NA,NA,NA,0.212,NA,370,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,906
NGA,prevalence,lab,lab,MSM,Anambra,NA,Y015_049,2020,NA,NA,NA,NA,0.172,NA,372,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,907
BEN,prevalence,lab,lab,PWID,Borgou/Alibori,NA,NA,2015,NA,NA,NA,NA,0.039,NA,76,Enquete De Surveillance De Deuxieme Generation (Comportementale Et Biologique) 2015 (PWID),NA,GF_0b5078060242ed296a0edae98c966765,GF,2babe1b9b0aa9ac7bf51a16708fdba7c,Yes,yes,NA,NA,NA,23,908
BEN,prevalence,lab,lab,PWID,Mono/Couffo,NA,NA,2015,NA,NA,NA,NA,0.05,NA,40,Enquete De Surveillance De Deuxieme Generation (Comportementale Et Biologique) 2015 (PWID),NA,GF_04327fd9e392b1338a685e2c6634528b,GF,fe24150c3a5ba0b5ffd2383f91be3f6c,Yes,yes,NA,NA,NA,23,909
BEN,prevalence,lab,lab,PWID,Oueme/Plateau,NA,NA,2015,NA,NA,NA,NA,0.034,NA,59,Enquete De Surveillance De Deuxieme Generation (Comportementale Et Biologique) 2015 (PWID),NA,GF_bf6db08ab8a29698633d049c012eb187,GF,4441bc5759f612ff1d658311fe6f0c0d,Yes,yes,NA,NA,NA,23,910
BEN,prevalence,lab,lab,PWID,Zou/Collines,NA,NA,2015,NA,NA,NA,NA,0.025,NA,40,Enquete De Surveillance De Deuxieme Generation (Comportementale Et Biologique) 2015 (PWID),NA,GF_27e5204cae70eb7c29131b717b51d187,GF,1162ecab55b93e611145c88451c489bc,Yes,yes,NA,NA,NA,23,911
BFA,prevalence,lab,lab,FSW,Banfora,NA,NA,2010,NA,NA,NA,NA,0.077,NA,52,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_3cacd85c2a5fdc00d4a2b4903e6d20d8,KP Atlas,a92ecf14bc8b39effa04ba80be5495f2,Yes,yes,NA,NA,NA,24,912
BFA,prevalence,lab,lab,FSW,Bittou,NA,NA,2010,NA,NA,NA,NA,0.362,NA,47,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_faa552a90b5a791aedd5a00550ff2cd7,KP Atlas,130dbdd57c2eea80d423da5c78a2342c,Yes,yes,NA,NA,NA,24,913
BFA,prevalence,lab,lab,FSW,Bobo-Dioulasso,NA,NA,2010,NA,NA,NA,NA,0.204,NA,294,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_f43e32eae87928658b89e205a7be1555,KP Atlas,d119352de8faa26c8eb56a3df637724d,Yes,yes,NA,NA,NA,24,914
BFA,prevalence,lab,lab,FSW,Fada N'Gourma,NA,NA,2010,NA,NA,NA,NA,0.081,NA,37,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_eb4a11a8850d9c0187ae654df09e618e,KP Atlas,ead9225814b3ec399ef86f1a5aa3d767,Yes,yes,NA,NA,NA,24,915
BFA,prevalence,lab,lab,FSW,Gaoua,NA,NA,2010,NA,NA,NA,NA,0.18,NA,49,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_829a0c45d3de283000cd79561f70eac6,KP Atlas,7aedb332700c9d362b059f9e0712d99f,Yes,yes,NA,NA,NA,24,916
BFA,prevalence,lab,lab,FSW,Koudougou,NA,NA,2010,NA,NA,NA,NA,0.143,NA,49,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_2347d80f7e0fffc903359aa2cb837471,KP Atlas,1f95723033f93ad50ecf2e32c881af81,Yes,yes,NA,NA,NA,24,917
BFA,prevalence,lab,lab,FSW,Ouagadaougou,NA,NA,2010,NA,NA,NA,NA,0.149,NA,285,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_2c648fa51da70f4ed1e668411cf0971e,KP Atlas,9911ebfdeab921ca7e922e87e384a420,Yes,yes,NA,NA,NA,24,918
BFA,prevalence,lab,lab,FSW,Ouahigouya,NA,NA,2010,NA,NA,NA,NA,0.095,NA,43,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_9711e0bf814090ea6b513b5aa00f2e85,KP Atlas,57144b14cd28b5e9ee8eb2616379601d,Yes,yes,NA,NA,NA,24,919
BFA,prevalence,lab,lab,FSW,Pouytenga,NA,NA,2010,NA,NA,NA,NA,0.118,NA,52,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_ddbca6a30d6b5e4c6e07ae8422dc6c2b,KP Atlas,d3d8494892cc3fbd29d848bd55ccf6d0,Yes,yes,NA,NA,NA,24,920
BFA,prevalence,lab,lab,FSW,Tenkodogo,NA,NA,2010,NA,NA,NA,NA,0.115,NA,52,ENQU TE DE SURVEILLANCE COMPORTEMENTALE AUPR»S DES GROUPES A HAUT RISQUE : TRAVAILLEUSES DU SEXE (TS) ET LEURS CLIENTS AU BURKINA FASO,NA,KP Atlas_b1a00da8888b18886cf37140af4c49f5,KP Atlas,5fb15af5ea5cddbb89ed06095b7218a8,Yes,yes,NA,NA,NA,24,921
BFA,prevalence,lab,lab,MSM,"Bobo-Dioulasso, Ouagadougou",NA,NA,2013,NA,NA,NA,NA,0.0326087,NA,552,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,922
BFA,prevalence,lab,lab,TGW,"Bobo-Dioulasso, Ouagadougou",NA,NA,2013,NA,NA,NA,NA,0.02777778,NA,108,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,923
CIV,prevalence,lab,lab,MSM,"Abidjan, Bouake, Gagnoa, Yamoussoukro",NA,NA,2016,NA,NA,NA,NA,0.07963446,NA,766,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,925
CIV,prevalence,lab,lab,TGW,"Abidjan, Bouake, Gagnoa, Yamoussoukro",NA,NA,2016,NA,NA,NA,NA,0.25503356,NA,298,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,926
GMB,prevalence,lab,lab,MSM,Banjul,NA,NA,2011,NA,NA,NA,NA,0.09,NA,200,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,927
GMB,prevalence,lab,lab,TGW,Banjul,NA,NA,2011,NA,NA,NA,NA,0.5,NA,4,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,928
LSO,prevalence,lab,lab,MSM,Maputsoe and Maseru,NA,NA,2014,NA,NA,NA,NA,0.285714286,NA,455,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,929
LSO,prevalence,lab,lab,TGW,Maputsoe and Maseru,NA,NA,2014,NA,NA,NA,NA,0.591549296,NA,71,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,930
MWI,prevalence,lab,lab,MSM,Lilongwe,NA,NA,2012,NA,NA,NA,NA,0.152091255,NA,263,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,931
MWI,prevalence,lab,lab,TGW,Lilongwe,NA,NA,2012,NA,NA,NA,NA,0.16,NA,75,Poteat et al,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,932
MWI,prevalence,lab,lab,TGW,Blantyre,NA,NA,2020,NA,NA,NA,NA,0.159090909,NA,88,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,933
MWI,prevalence,lab,lab,TGW,Karonga,NA,NA,2020,NA,NA,NA,NA,0,NA,18,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,934
MWI,prevalence,lab,lab,TGW,Lilongwe,NA,NA,2020,NA,NA,NA,NA,0.131578947,NA,190,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,935
MWI,prevalence,lab,lab,TGW,Mangochi,NA,NA,2020,NA,NA,NA,NA,0.223404255,NA,94,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,936
MWI,prevalence,lab,lab,TGW,Nkhatabay,NA,NA,2020,NA,NA,NA,NA,0.096774194,NA,62,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,937
MWI,prevalence,lab,lab,TGW,Zomba,NA,NA,2020,NA,NA,NA,NA,0.079545455,NA,88,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,938
SEN,prevalence,lab,lab,MSM,Dakar,NA,NA,2015,NA,NA,NA,NA,0.278409091,NA,528,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,939
SEN,prevalence,lab,lab,TGW,Dakar,NA,NA,2015,NA,NA,NA,NA,0.371859296,NA,199,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,940
SWZ,prevalence,lab,lab,MSM,Mbabane,NA,NA,2011,NA,NA,NA,NA,0.18627451,NA,204,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,941
SWZ,prevalence,lab,lab,TGW,Mbabane,NA,NA,2011,NA,NA,NA,NA,0.141666667,NA,120,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,942
TGO,prevalence,lab,lab,MSM,"Kara, Lome",NA,NA,2013,NA,NA,NA,NA,0.084664537,NA,626,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,943
TGO,prevalence,lab,lab,TGW,"Kara, Lome",NA,NA,2013,NA,NA,NA,NA,0.176470588,NA,51,Poteat et al.,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002422,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,26,944
CIV,prevalence,lab,lab,MSM,Abidjan,NA,NA,2017,NA,NA,NA,NA,0.3255,NA,129,Yaya et al,https://academic.oup.com/cid/article/73/12/2184/6144992?login=true#no-access-message#no-access-message,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,28,949
MLI,prevalence,lab,lab,MSM,Bamako,NA,NA,2017,NA,NA,NA,NA,0.329,NA,210,Yaya et al,https://academic.oup.com/cid/article/73/12/2184/6144992?login=true#no-access-message#no-access-message,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,28,950
BFA,prevalence,lab,lab,FSW,Cascades,NA,NA,2017,NA,NA,NA,NA,0.153,NA,111,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_bfecce1c3ed6ed0db0704b6c2ab92362,GF,cc314b81df5f464fbb8fd01afb8d3a7f,Yes,yes,NA,NA,NA,29,952
BFA,prevalence,lab,lab,FSW,Centre,NA,NA,2017,NA,NA,NA,NA,0.06,NA,1334,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_0f279b3b4e91d37030dbd8ef6d14349c,GF,2e2f440f4d9695dab7edce2ef07f0b04,Yes,yes,NA,NA,NA,29,953
BFA,prevalence,lab,lab,FSW,Centre-Est,NA,NA,2017,NA,NA,NA,NA,0.064,NA,377,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_754b65904aa5fae30b66dad1c91938cd,GF,dce6525d45a49fcdda7b87a48d54e7a6,Yes,yes,NA,NA,NA,29,954
BFA,prevalence,lab,lab,FSW,Centre-Nord,NA,NA,2017,NA,NA,NA,NA,0.035,NA,202,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_47b54a20b8915784f4e4637149b9424c,GF,baf2b77944ab2026b0b6ec022dd32b32,Yes,yes,NA,NA,NA,29,955
BFA,prevalence,lab,lab,FSW,Centre-Ouest,NA,NA,2017,NA,NA,NA,NA,0.073,NA,164,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_800c6ea813b71785a634b537e1c5429f,GF,61fc28ffbf7e4f66446046257fd6e4d2,Yes,yes,NA,NA,NA,29,956
BFA,prevalence,lab,lab,FSW,Centre-Sud,NA,NA,2017,NA,NA,NA,NA,0.06,NA,116,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_fadc2a19dccb1ce06aac6b92f331e6a8,GF,c76e1e9328ce88edbfa2335c685a24e6,Yes,yes,NA,NA,NA,29,957
BFA,prevalence,lab,lab,FSW,Est,NA,NA,2017,NA,NA,NA,NA,0.04,NA,321,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_2595dca7f6f577717b9cfa58de9dae28,GF,20fbf320e6634daa22e27649c423379c,Yes,yes,NA,NA,NA,29,958
BFA,prevalence,lab,lab,FSW,Hauts Bassins,NA,NA,2017,NA,NA,NA,NA,0.049,NA,1081,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_bb6f6dc42edcc268a3b310ea1f04c731,GF,e3411fe641d1d26e82121566c767d784,Yes,yes,NA,NA,NA,29,959
BFA,prevalence,lab,lab,FSW,Nord,NA,NA,2017,NA,NA,NA,NA,0.032,NA,222,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_115ae7ccd1eb29ea0beca91e97326053,GF,ba6b21c85ab5c8eca55f1a784120d790,Yes,yes,NA,NA,NA,29,960
BFA,prevalence,lab,lab,FSW,Plateau Central,NA,NA,2017,NA,NA,NA,NA,0.037,NA,187,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_8ffb8006c6708d37b2982863f41e862d,GF,dc46c62d7414fd1234a29237e4687423,Yes,yes,NA,NA,NA,29,961
BFA,prevalence,lab,lab,FSW,Sahel,NA,NA,2017,NA,NA,NA,NA,0.018,NA,170,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_14f8f9befa462f678905eb465e5721ff,GF,f569677b94c61533a0261ac589ae6795,Yes,yes,NA,NA,NA,29,962
BFA,prevalence,lab,lab,FSW,Sud-Ouest,NA,NA,2017,NA,NA,NA,NA,0.042,NA,165,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_4655a84710693d1c8a2734ef34459b84,GF,5e1a2a42053b738225c016d8f381c32a,Yes,yes,NA,NA,NA,29,963
BFA,prevalence,lab,lab,MSM,Boucle du Mouhoun,NA,NA,2017,NA,NA,NA,NA,0,NA,3,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_00d2631b601f85da697329e944247957,GF,e30a2ebb96e0a6da1492998d5ea473d8,Yes,yes,NA,NA,NA,29,965
BFA,prevalence,lab,lab,MSM,Cascades,NA,NA,2017,NA,NA,NA,NA,0.033,NA,60,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_00dd5a2ec4a53008838d3163ce937ef6,GF,21a71d2b2d5bdceead0a41a7e419d8d6,Yes,yes,NA,NA,NA,29,968
BFA,prevalence,lab,lab,MSM,Centre,NA,NA,2017,NA,NA,NA,NA,0.014,NA,276,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_bf6093a60720011c7292b312f77baa75,GF,05b748ef7c73081b67c4c401714d4502,Yes,yes,NA,NA,NA,29,969
BFA,prevalence,lab,lab,MSM,Centre-Est,NA,NA,2017,NA,NA,NA,NA,0,NA,25,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_70b5958bb6c141faf789650f305d8b12,GF,ab7a28fcbb3bf08cb2e839abd7578b3f,Yes,yes,NA,NA,NA,29,970
BFA,prevalence,lab,lab,MSM,Centre-ouest,NA,NA,2017,NA,NA,NA,NA,0.091,NA,11,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_bfa7d2d758aba75b8407c69c3cc578a2,GF,54ff7d773d783a981376a6a1eff06ba8,Yes,yes,NA,NA,NA,29,971
BFA,prevalence,lab,lab,MSM,Hauts Bassins,NA,NA,2017,NA,NA,NA,NA,0.019,NA,206,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_84c65aed27e11a9cb77faa6ed8aadec5,GF,21c2affedd54f889a948dbd13775e817,Yes,yes,NA,NA,NA,29,972
BFA,prevalence,lab,lab,MSM,Nord,NA,NA,2017,NA,NA,NA,NA,0,NA,11,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,GF_09dfbcdabdd3c7d1c60bb7e6a1d4c0ef,GF,19367f6030f380515cca03de4460cd84,Yes,yes,NA,NA,NA,29,973
